transaction_id,amount,transaction_type,timestamp,date,description,from_account_id,to_account_id,suspicious_pattern
TXN0000000258,49356.3,withdrawal,1763546010,2025-11-19,Check deposit,ACC00000082,ACC00000084,
TXN0000000259,2422.4,transfer,1769148957,2026-01-23,ATM withdrawal,ACC00000016,ACC00000046,
TXN0000000260,351.19,withdrawal,1767693521,2026-01-06,Wire transfer,ACC00000135,ACC00000082,
TXN0000000261,430.2,withdrawal,1766200295,2025-12-20,Debit card purchase,ACC00000058,ACC00000078,
TXN0000000262,200.33,withdrawal,1768998412,2026-01-21,ACH transfer,ACC00000136,ACC00000035,
TXN0000000263,141.55,transfer,1763290339,2025-11-16,Online payment,ACC00000049,ACC00000014,
TXN0000000264,112.36,deposit,1763474199,2025-11-18,Online payment,ACC00000056,ACC00000124,
TXN0000000265,3630.32,transfer,1768943205,2026-01-20,Check deposit,ACC00000031,ACC00000124,
TXN0000000266,3419.25,withdrawal,1765814843,2025-12-15,ATM withdrawal,ACC00000073,ACC00000099,
TXN0000000267,1941.05,transfer,1765045902,2025-12-06,Wire transfer,ACC00000026,ACC00000122,
TXN0000000268,4706.41,deposit,1764122597,2025-11-26,Check deposit,ACC00000038,ACC00000005,
TXN0000000269,29778.91,withdrawal,1764452081,2025-11-29,Online payment,ACC00000059,ACC00000099,
TXN0000000270,12616.96,deposit,1766077126,2025-12-18,Debit card purchase,ACC00000126,ACC00000118,
TXN0000000271,47533.47,deposit,1762204429,2025-11-03,ATM withdrawal,ACC00000016,ACC00000136,
TXN0000000272,1179.63,transfer,1764729190,2025-12-03,Online payment,ACC00000036,ACC00000061,
TXN0000000273,17.71,withdrawal,1765943933,2025-12-17,Debit card purchase,ACC00000124,ACC00000126,
TXN0000000274,256.09,deposit,1762659341,2025-11-09,Debit card purchase,ACC00000074,ACC00000005,
TXN0000000275,2869.05,deposit,1768008606,2026-01-10,Check deposit,ACC00000039,ACC00000063,
TXN0000000276,15163.58,deposit,1768266192,2026-01-13,Online payment,ACC00000104,ACC00000119,
TXN0000000277,26420.23,deposit,1761900666,2025-10-31,ACH transfer,ACC00000009,ACC00000025,
TXN0000000278,326.0,deposit,1768785078,2026-01-19,Wire transfer,ACC00000128,ACC00000112,
TXN0000000279,4658.72,transfer,1768820229,2026-01-19,Online payment,ACC00000055,ACC00000123,
TXN0000000280,48266.11,transfer,1762948415,2025-11-12,ATM withdrawal,ACC00000009,ACC00000047,
TXN0000000281,1582.12,transfer,1767091805,2025-12-30,Check deposit,ACC00000020,ACC00000078,
TXN0000000282,8529.25,deposit,1769403520,2026-01-26,ACH transfer,ACC00000099,ACC00000036,
TXN0000000283,39605.25,withdrawal,1764911944,2025-12-05,ACH transfer,ACC00000112,ACC00000060,
TXN0000000284,2101.15,transfer,1763271479,2025-11-16,Online payment,ACC00000070,ACC00000117,
TXN0000000285,388.36,deposit,1762465109,2025-11-06,ATM withdrawal,ACC00000098,ACC00000022,
TXN0000000286,979.48,withdrawal,1765285448,2025-12-09,ACH transfer,ACC00000040,ACC00000101,
TXN0000000287,2519.8,deposit,1762630387,2025-11-08,Check deposit,ACC00000034,ACC00000023,
TXN0000000288,433.22,transfer,1767463567,2026-01-03,Wire transfer,ACC00000024,ACC00000085,
TXN0000000289,1262.76,deposit,1765661713,2025-12-13,Wire transfer,ACC00000134,ACC00000044,
TXN0000000290,2679.04,transfer,1769169454,2026-01-23,Online payment,ACC00000112,ACC00000071,
TXN0000000291,1109.7,transfer,1764410503,2025-11-29,ATM withdrawal,ACC00000127,ACC00000051,
TXN0000000292,43677.88,withdrawal,1762885685,2025-11-11,Debit card purchase,ACC00000085,ACC00000114,
TXN0000000293,4840.59,transfer,1767541565,2026-01-04,ATM withdrawal,ACC00000052,ACC00000124,
TXN0000000294,194.27,deposit,1769074936,2026-01-22,Debit card purchase,ACC00000063,ACC00000085,
TXN0000000295,2577.3,transfer,1768029984,2026-01-10,ACH transfer,ACC00000047,ACC00000007,
TXN0000000296,78.2,withdrawal,1767388860,2026-01-02,ACH transfer,ACC00000105,ACC00000129,
TXN0000000297,46557.31,deposit,1765079888,2025-12-07,Check deposit,ACC00000115,ACC00000124,
TXN0000000298,20975.4,transfer,1766591365,2025-12-24,Online payment,ACC00000022,ACC00000029,
TXN0000000299,2437.05,transfer,1763553462,2025-11-19,Debit card purchase,ACC00000103,ACC00000085,
TXN0000000300,35580.0,withdrawal,1765718803,2025-12-14,ACH transfer,ACC00000057,ACC00000116,
TXN0000000301,8863.47,withdrawal,1762928848,2025-11-12,Check deposit,ACC00000124,ACC00000027,
TXN0000000302,9393.04,withdrawal,1767245213,2026-01-01,ACH transfer,ACC00000117,ACC00000053,
TXN0000000303,43213.1,deposit,1762677586,2025-11-09,Online payment,ACC00000077,ACC00000012,
TXN0000000304,1220.61,withdrawal,1763630090,2025-11-20,Online payment,ACC00000063,ACC00000134,
TXN0000000305,6313.65,withdrawal,1768694147,2026-01-18,Debit card purchase,ACC00000048,ACC00000049,
TXN0000000306,17525.52,deposit,1768115864,2026-01-11,Debit card purchase,ACC00000110,ACC00000100,
TXN0000000307,10127.97,transfer,1768535043,2026-01-16,Online payment,ACC00000027,ACC00000049,
TXN0000000308,3141.52,transfer,1766627794,2025-12-25,Online payment,ACC00000081,ACC00000101,
TXN0000000309,339.33,transfer,1763250536,2025-11-16,Wire transfer,ACC00000077,ACC00000022,
TXN0000000310,214.94,transfer,1765611529,2025-12-13,Online payment,ACC00000131,ACC00000100,
TXN0000000311,1131.33,withdrawal,1766643713,2025-12-25,ACH transfer,ACC00000045,ACC00000043,
TXN0000000312,30271.19,transfer,1765676067,2025-12-14,ATM withdrawal,ACC00000125,ACC00000035,
TXN0000000313,249.46,withdrawal,1764098473,2025-11-25,Wire transfer,ACC00000107,ACC00000115,
TXN0000000314,3045.43,deposit,1766101852,2025-12-19,Debit card purchase,ACC00000074,ACC00000044,
TXN0000000315,389.81,withdrawal,1767736974,2026-01-06,Debit card purchase,ACC00000030,ACC00000070,
TXN0000000316,4235.32,deposit,1768629703,2026-01-17,ATM withdrawal,ACC00000056,ACC00000110,
TXN0000000317,432.48,deposit,1767858493,2026-01-08,Wire transfer,ACC00000068,ACC00000091,
TXN0000000318,91.33,transfer,1768090287,2026-01-11,Check deposit,ACC00000090,ACC00000111,
TXN0000000319,1257.7,withdrawal,1764077037,2025-11-25,Debit card purchase,ACC00000137,ACC00000072,
TXN0000000320,4035.61,deposit,1768569344,2026-01-16,Online payment,ACC00000025,ACC00000036,
TXN0000000321,16139.96,deposit,1764880822,2025-12-04,Debit card purchase,ACC00000034,ACC00000065,
TXN0000000322,193.83,transfer,1764959749,2025-12-05,Check deposit,ACC00000069,ACC00000108,
TXN0000000323,5111.29,withdrawal,1762551451,2025-11-07,Online payment,ACC00000095,ACC00000118,
TXN0000000324,399.88,withdrawal,1765674085,2025-12-14,Check deposit,ACC00000092,ACC00000017,
TXN0000000325,20468.28,deposit,1767754469,2026-01-07,ACH transfer,ACC00000087,ACC00000034,
TXN0000000326,70.88,withdrawal,1769539716,2026-01-27,Wire transfer,ACC00000118,ACC00000005,
TXN0000000327,17330.88,deposit,1764629927,2025-12-01,Check deposit,ACC00000034,ACC00000079,
TXN0000000328,204.21,deposit,1765164881,2025-12-08,Online payment,ACC00000043,ACC00000014,
TXN0000000329,31715.58,deposit,1767114727,2025-12-30,ACH transfer,ACC00000025,ACC00000001,
TXN0000000330,494.2,deposit,1763607472,2025-11-20,Online payment,ACC00000088,ACC00000031,
TXN0000000331,163.54,transfer,1766816078,2025-12-27,Wire transfer,ACC00000027,ACC00000028,
TXN0000000332,3246.44,transfer,1767444813,2026-01-03,Online payment,ACC00000018,ACC00000137,
TXN0000000333,311.88,deposit,1762915924,2025-11-12,Debit card purchase,ACC00000039,ACC00000107,
TXN0000000334,1915.27,deposit,1766839751,2025-12-27,Debit card purchase,ACC00000099,ACC00000090,
TXN0000000335,18574.22,deposit,1766546645,2025-12-24,Online payment,ACC00000073,ACC00000007,
TXN0000000336,326.62,deposit,1765675428,2025-12-14,Wire transfer,ACC00000101,ACC00000076,
TXN0000000337,4899.64,transfer,1762853480,2025-11-11,ATM withdrawal,ACC00000128,ACC00000019,
TXN0000000338,383.74,deposit,1766394520,2025-12-22,Check deposit,ACC00000094,ACC00000045,
TXN0000000339,4769.06,transfer,1766714947,2025-12-26,ATM withdrawal,ACC00000056,ACC00000011,
TXN0000000340,2914.54,deposit,1762477232,2025-11-07,Debit card purchase,ACC00000109,ACC00000103,
TXN0000000341,33543.24,deposit,1767123070,2025-12-30,Check deposit,ACC00000053,ACC00000040,
TXN0000000342,887.96,deposit,1766588401,2025-12-24,Check deposit,ACC00000112,ACC00000062,
TXN0000000343,1117.45,transfer,1769237835,2026-01-24,Debit card purchase,ACC00000045,ACC00000031,
TXN0000000344,44305.7,deposit,1768719943,2026-01-18,Check deposit,ACC00000067,ACC00000043,
TXN0000000345,48877.28,withdrawal,1762426478,2025-11-06,Debit card purchase,ACC00000110,ACC00000070,
TXN0000000346,3050.99,transfer,1767840587,2026-01-08,Online payment,ACC00000093,ACC00000015,
TXN0000000347,372.98,withdrawal,1763728814,2025-11-21,Check deposit,ACC00000030,ACC00000060,
TXN0000000348,6591.36,withdrawal,1767586599,2026-01-05,Wire transfer,ACC00000099,ACC00000039,
TXN0000000349,213.97,deposit,1766271445,2025-12-20,Debit card purchase,ACC00000083,ACC00000064,
TXN0000000350,2820.98,withdrawal,1762363153,2025-11-05,Check deposit,ACC00000014,ACC00000047,
TXN0000000351,2555.36,withdrawal,1766211343,2025-12-20,Online payment,ACC00000080,ACC00000085,
TXN0000000352,190.45,transfer,1767522816,2026-01-04,Wire transfer,ACC00000063,ACC00000120,
TXN0000000353,29369.53,deposit,1768355709,2026-01-14,Check deposit,ACC00000039,ACC00000002,
TXN0000000354,9677.71,withdrawal,1769471889,2026-01-27,ATM withdrawal,ACC00000001,ACC00000098,
TXN0000000355,46457.35,withdrawal,1765039111,2025-12-06,ATM withdrawal,ACC00000016,ACC00000038,
TXN0000000356,22745.81,withdrawal,1766242555,2025-12-20,Online payment,ACC00000022,ACC00000026,
TXN0000000357,4329.11,transfer,1767276024,2026-01-01,Check deposit,ACC00000034,ACC00000062,
TXN0000000358,14122.07,deposit,1762674554,2025-11-09,Wire transfer,ACC00000082,ACC00000117,
TXN0000000359,163.88,withdrawal,1765341289,2025-12-10,Check deposit,ACC00000116,ACC00000121,
TXN0000000360,42187.4,deposit,1766518462,2025-12-23,Check deposit,ACC00000031,ACC00000024,
TXN0000000361,358.47,withdrawal,1767092959,2025-12-30,Wire transfer,ACC00000038,ACC00000024,
TXN0000000362,428.75,deposit,1765420030,2025-12-11,ACH transfer,ACC00000008,ACC00000105,
TXN0000000363,4921.55,transfer,1764721718,2025-12-03,Online payment,ACC00000004,ACC00000017,
TXN0000000364,459.54,withdrawal,1768844991,2026-01-19,Wire transfer,ACC00000022,ACC00000068,
TXN0000000365,7278.7,transfer,1765195405,2025-12-08,ATM withdrawal,ACC00000024,ACC00000086,
TXN0000000366,197.54,withdrawal,1763965440,2025-11-24,Wire transfer,ACC00000128,ACC00000008,
TXN0000000367,2745.01,withdrawal,1762301355,2025-11-05,ATM withdrawal,ACC00000009,ACC00000064,
TXN0000000368,28661.63,transfer,1769557204,2026-01-28,ACH transfer,ACC00000036,ACC00000109,
TXN0000000369,20481.54,withdrawal,1765733791,2025-12-14,Check deposit,ACC00000098,ACC00000092,
TXN0000000370,1485.59,withdrawal,1762282787,2025-11-04,Debit card purchase,ACC00000047,ACC00000007,
TXN0000000371,950.6,transfer,1765977152,2025-12-17,ACH transfer,ACC00000092,ACC00000060,
TXN0000000372,183.85,withdrawal,1763666603,2025-11-20,Online payment,ACC00000057,ACC00000101,
TXN0000000373,354.69,deposit,1766205916,2025-12-20,ATM withdrawal,ACC00000092,ACC00000008,
TXN0000000374,250.31,withdrawal,1761982142,2025-11-01,ACH transfer,ACC00000080,ACC00000045,
TXN0000000375,2033.42,deposit,1762290289,2025-11-04,Debit card purchase,ACC00000085,ACC00000052,
TXN0000000376,4373.01,transfer,1767305669,2026-01-01,ATM withdrawal,ACC00000037,ACC00000029,
TXN0000000377,1114.03,withdrawal,1767984549,2026-01-09,Online payment,ACC00000026,ACC00000088,
TXN0000000378,45032.01,deposit,1767946830,2026-01-09,Online payment,ACC00000082,ACC00000045,
TXN0000000379,10730.68,transfer,1761841162,2025-10-30,Debit card purchase,ACC00000045,ACC00000098,
TXN0000000380,41396.31,transfer,1763544863,2025-11-19,ACH transfer,ACC00000101,ACC00000009,
TXN0000000381,850.13,deposit,1763132674,2025-11-14,Online payment,ACC00000128,ACC00000037,
TXN0000000382,1443.58,deposit,1763822954,2025-11-22,Online payment,ACC00000086,ACC00000116,
TXN0000000383,3796.63,withdrawal,1765661387,2025-12-13,Check deposit,ACC00000001,ACC00000014,
TXN0000000384,31012.5,withdrawal,1763581313,2025-11-19,ACH transfer,ACC00000097,ACC00000026,
TXN0000000385,1675.07,withdrawal,1763149920,2025-11-14,Wire transfer,ACC00000009,ACC00000077,
TXN0000000386,45195.18,transfer,1762068185,2025-11-02,Wire transfer,ACC00000020,ACC00000025,
TXN0000000387,1989.93,transfer,1767248583,2026-01-01,Online payment,ACC00000112,ACC00000041,
TXN0000000388,22680.6,deposit,1768357890,2026-01-14,ACH transfer,ACC00000068,ACC00000074,
TXN0000000389,34790.91,deposit,1765562215,2025-12-12,ACH transfer,ACC00000093,ACC00000001,
TXN0000000390,322.71,withdrawal,1764224937,2025-11-27,ATM withdrawal,ACC00000053,ACC00000044,
TXN0000000391,2948.57,withdrawal,1764699649,2025-12-02,ACH transfer,ACC00000126,ACC00000068,
TXN0000000392,237.88,transfer,1763002374,2025-11-13,Online payment,ACC00000068,ACC00000114,
TXN0000000393,23629.4,deposit,1763596321,2025-11-20,ATM withdrawal,ACC00000025,ACC00000022,
TXN0000000394,47136.26,withdrawal,1768682922,2026-01-17,Check deposit,ACC00000134,ACC00000108,
TXN0000000395,27594.57,transfer,1768051483,2026-01-10,Debit card purchase,ACC00000021,ACC00000103,
TXN0000000396,475.13,deposit,1769386736,2026-01-26,Wire transfer,ACC00000038,ACC00000031,
TXN0000000397,14086.37,transfer,1762977083,2025-11-12,Check deposit,ACC00000011,ACC00000110,
TXN0000000398,3003.64,deposit,1765868277,2025-12-16,Online payment,ACC00000082,ACC00000018,
TXN0000000399,30496.73,deposit,1767724324,2026-01-06,ACH transfer,ACC00000134,ACC00000108,
TXN0000000400,4460.61,withdrawal,1764805727,2025-12-04,Debit card purchase,ACC00000026,ACC00000075,
TXN0000000401,32821.0,deposit,1767221091,2025-12-31,ATM withdrawal,ACC00000122,ACC00000010,
TXN0000000402,2638.48,withdrawal,1761984512,2025-11-01,Check deposit,ACC00000085,ACC00000061,
TXN0000000403,430.54,transfer,1762872163,2025-11-11,ATM withdrawal,ACC00000072,ACC00000127,
TXN0000000404,3222.41,withdrawal,1763470954,2025-11-18,Online payment,ACC00000083,ACC00000069,
TXN0000000405,434.92,transfer,1762337419,2025-11-05,Debit card purchase,ACC00000125,ACC00000134,
TXN0000000406,392.45,deposit,1763326110,2025-11-16,ACH transfer,ACC00000104,ACC00000035,
TXN0000000407,4631.14,withdrawal,1764691486,2025-12-02,Debit card purchase,ACC00000064,ACC00000009,
TXN0000000408,1588.72,withdrawal,1763208072,2025-11-15,Debit card purchase,ACC00000102,ACC00000032,
TXN0000000409,38703.25,deposit,1762530069,2025-11-07,ATM withdrawal,ACC00000090,ACC00000089,
TXN0000000410,428.37,transfer,1766861207,2025-12-27,Wire transfer,ACC00000013,ACC00000043,
TXN0000000411,48521.23,deposit,1761896372,2025-10-31,Online payment,ACC00000069,ACC00000106,
TXN0000000412,47435.22,transfer,1769346764,2026-01-25,Check deposit,ACC00000045,ACC00000003,
TXN0000000413,2565.49,transfer,1767093059,2025-12-30,ATM withdrawal,ACC00000109,ACC00000097,
TXN0000000414,3480.6,transfer,1766193072,2025-12-20,Debit card purchase,ACC00000027,ACC00000002,
TXN0000000415,2667.82,withdrawal,1766808446,2025-12-27,Check deposit,ACC00000073,ACC00000078,
TXN0000000416,45485.92,withdrawal,1764969451,2025-12-05,Online payment,ACC00000077,ACC00000049,
TXN0000000417,4988.61,transfer,1764973342,2025-12-05,ACH transfer,ACC00000036,ACC00000007,
TXN0000000418,1500.63,transfer,1768876332,2026-01-20,Check deposit,ACC00000049,ACC00000089,
TXN0000000419,424.26,withdrawal,1764111646,2025-11-26,Wire transfer,ACC00000130,ACC00000077,
TXN0000000420,473.99,transfer,1764589865,2025-12-01,Check deposit,ACC00000067,ACC00000047,
TXN0000000421,192.12,transfer,1765486074,2025-12-11,Debit card purchase,ACC00000108,ACC00000085,
TXN0000000422,2752.15,withdrawal,1765947206,2025-12-17,ACH transfer,ACC00000019,ACC00000122,
TXN0000000423,2042.01,transfer,1762940892,2025-11-12,Wire transfer,ACC00000039,ACC00000036,
TXN0000000424,172.99,withdrawal,1761863834,2025-10-30,Wire transfer,ACC00000021,ACC00000126,
TXN0000000425,8961.86,withdrawal,1765199721,2025-12-08,ATM withdrawal,ACC00000044,ACC00000041,
TXN0000000426,669.76,withdrawal,1769214915,2026-01-24,Debit card purchase,ACC00000110,ACC00000124,
TXN0000000427,16197.04,withdrawal,1768646618,2026-01-17,Wire transfer,ACC00000049,ACC00000005,
TXN0000000428,256.63,withdrawal,1764146002,2025-11-26,ATM withdrawal,ACC00000027,ACC00000100,
TXN0000000429,4495.88,withdrawal,1769573158,2026-01-28,Check deposit,ACC00000134,ACC00000136,
TXN0000000430,474.56,deposit,1763571504,2025-11-19,Wire transfer,ACC00000049,ACC00000043,
TXN0000000431,92.8,transfer,1764744678,2025-12-03,Check deposit,ACC00000006,ACC00000131,
TXN0000000432,301.02,deposit,1762202257,2025-11-03,ATM withdrawal,ACC00000137,ACC00000013,
TXN0000000433,70.56,transfer,1767232995,2026-01-01,ACH transfer,ACC00000114,ACC00000098,
TXN0000000434,17148.97,withdrawal,1767276030,2026-01-01,ACH transfer,ACC00000078,ACC00000109,
TXN0000000435,27398.26,withdrawal,1763380433,2025-11-17,Debit card purchase,ACC00000131,ACC00000031,
TXN0000000436,1829.08,transfer,1768906115,2026-01-20,ATM withdrawal,ACC00000052,ACC00000093,
TXN0000000437,45809.6,deposit,1767029496,2025-12-29,ACH transfer,ACC00000085,ACC00000061,
TXN0000000438,364.55,withdrawal,1765378879,2025-12-10,Check deposit,ACC00000131,ACC00000020,
TXN0000000439,1286.16,transfer,1764628211,2025-12-01,Check deposit,ACC00000119,ACC00000013,
TXN0000000440,56.55,deposit,1766985430,2025-12-29,Check deposit,ACC00000110,ACC00000030,
TXN0000000441,1707.39,deposit,1768164344,2026-01-11,ACH transfer,ACC00000092,ACC00000114,
TXN0000000442,1723.25,transfer,1768047197,2026-01-10,Wire transfer,ACC00000103,ACC00000104,
TXN0000000443,351.12,transfer,1762633655,2025-11-08,ATM withdrawal,ACC00000029,ACC00000035,
TXN0000000444,32511.13,transfer,1768669675,2026-01-17,Wire transfer,ACC00000113,ACC00000047,
TXN0000000445,2350.78,deposit,1766920256,2025-12-28,Online payment,ACC00000124,ACC00000126,
TXN0000000446,20223.53,transfer,1767178948,2025-12-31,ACH transfer,ACC00000135,ACC00000058,
TXN0000000447,246.15,transfer,1768351502,2026-01-14,Debit card purchase,ACC00000111,ACC00000064,
TXN0000000448,1206.17,deposit,1768587757,2026-01-16,ATM withdrawal,ACC00000014,ACC00000003,
TXN0000000449,27811.82,withdrawal,1766829617,2025-12-27,Wire transfer,ACC00000083,ACC00000062,
TXN0000000450,3078.66,deposit,1765303583,2025-12-09,ATM withdrawal,ACC00000021,ACC00000119,
TXN0000000451,207.69,transfer,1767984088,2026-01-09,Online payment,ACC00000005,ACC00000028,
TXN0000000452,3445.68,deposit,1764652533,2025-12-02,Wire transfer,ACC00000078,ACC00000132,
TXN0000000453,26291.02,withdrawal,1764652160,2025-12-02,ACH transfer,ACC00000117,ACC00000085,
TXN0000000454,2098.13,withdrawal,1766086023,2025-12-18,Online payment,ACC00000025,ACC00000058,
TXN0000000455,41982.74,deposit,1767438025,2026-01-03,Check deposit,ACC00000028,ACC00000012,
TXN0000000456,69.17,deposit,1767400924,2026-01-03,ATM withdrawal,ACC00000051,ACC00000049,
TXN0000000457,34630.55,withdrawal,1762874111,2025-11-11,ACH transfer,ACC00000012,ACC00000033,
TXN0000000458,31330.43,deposit,1767900871,2026-01-08,Online payment,ACC00000136,ACC00000013,
TXN0000000459,3458.85,withdrawal,1765747142,2025-12-14,ATM withdrawal,ACC00000045,ACC00000033,
TXN0000000460,204.96,transfer,1762901669,2025-11-11,Online payment,ACC00000064,ACC00000072,
TXN0000000461,19125.99,transfer,1769101723,2026-01-22,Wire transfer,ACC00000132,ACC00000077,
TXN0000000462,20538.21,transfer,1762858837,2025-11-11,Online payment,ACC00000052,ACC00000055,
TXN0000000463,3365.95,transfer,1766199472,2025-12-20,Debit card purchase,ACC00000046,ACC00000130,
TXN0000000464,439.96,deposit,1762023698,2025-11-01,ACH transfer,ACC00000107,ACC00000074,
TXN0000000465,49258.96,deposit,1763775544,2025-11-22,Online payment,ACC00000015,ACC00000053,
TXN0000000466,379.26,transfer,1766618044,2025-12-25,Online payment,ACC00000076,ACC00000053,
TXN0000000467,4029.38,deposit,1767215452,2025-12-31,ATM withdrawal,ACC00000058,ACC00000101,
TXN0000000468,19069.43,transfer,1762245547,2025-11-04,Check deposit,ACC00000100,ACC00000108,
TXN0000000469,36708.31,transfer,1764686736,2025-12-02,Debit card purchase,ACC00000052,ACC00000115,
TXN0000000470,154.15,transfer,1769311389,2026-01-25,Debit card purchase,ACC00000051,ACC00000050,
TXN0000000471,29.91,withdrawal,1766368257,2025-12-22,ACH transfer,ACC00000031,ACC00000098,
TXN0000000472,1196.63,transfer,1766468523,2025-12-23,Debit card purchase,ACC00000085,ACC00000121,
TXN0000000473,8279.64,deposit,1764298853,2025-11-28,Wire transfer,ACC00000078,ACC00000127,
TXN0000000474,1217.17,deposit,1762542150,2025-11-07,Wire transfer,ACC00000134,ACC00000018,
TXN0000000475,38869.51,transfer,1765519671,2025-12-12,Online payment,ACC00000085,ACC00000086,
TXN0000000476,45702.34,deposit,1768970272,2026-01-21,ACH transfer,ACC00000003,ACC00000031,
TXN0000000477,22364.42,deposit,1767456816,2026-01-03,Debit card purchase,ACC00000083,ACC00000099,
TXN0000000478,6973.32,transfer,1763324158,2025-11-16,ACH transfer,ACC00000096,ACC00000133,
TXN0000000479,28994.26,transfer,1762336290,2025-11-05,Online payment,ACC00000025,ACC00000044,
TXN0000000480,42293.69,transfer,1767855189,2026-01-08,ACH transfer,ACC00000055,ACC00000110,
TXN0000000481,235.02,withdrawal,1763211249,2025-11-15,Debit card purchase,ACC00000040,ACC00000007,
TXN0000000482,2334.35,deposit,1765194384,2025-12-08,ATM withdrawal,ACC00000019,ACC00000060,
TXN0000000483,39018.23,deposit,1762181121,2025-11-03,Check deposit,ACC00000031,ACC00000002,
TXN0000000484,3586.45,withdrawal,1767777954,2026-01-07,ATM withdrawal,ACC00000129,ACC00000028,
TXN0000000485,2900.6,transfer,1768022868,2026-01-10,Check deposit,ACC00000102,ACC00000008,
TXN0000000486,40775.77,deposit,1766865568,2025-12-27,Debit card purchase,ACC00000037,ACC00000078,
TXN0000000487,22733.68,withdrawal,1769190893,2026-01-23,Wire transfer,ACC00000037,ACC00000032,
TXN0000000488,212.2,transfer,1763257909,2025-11-16,Check deposit,ACC00000089,ACC00000055,
TXN0000000489,43351.3,transfer,1765413980,2025-12-11,ACH transfer,ACC00000050,ACC00000030,
TXN0000000490,1388.38,transfer,1764604289,2025-12-01,Online payment,ACC00000075,ACC00000018,
TXN0000000491,814.14,transfer,1765331405,2025-12-10,Online payment,ACC00000061,ACC00000026,
TXN0000000492,2140.22,withdrawal,1763138522,2025-11-14,Wire transfer,ACC00000079,ACC00000040,
TXN0000000493,2117.69,withdrawal,1768653622,2026-01-17,ATM withdrawal,ACC00000057,ACC00000113,
TXN0000000494,248.62,deposit,1768372964,2026-01-14,Debit card purchase,ACC00000092,ACC00000079,
TXN0000000495,369.44,transfer,1768433572,2026-01-15,ACH transfer,ACC00000051,ACC00000069,
TXN0000000496,29456.12,deposit,1765498262,2025-12-12,Check deposit,ACC00000104,ACC00000055,
TXN0000000497,446.8,transfer,1765440698,2025-12-11,ACH transfer,ACC00000101,ACC00000058,
TXN0000000498,43159.18,transfer,1767147222,2025-12-31,Wire transfer,ACC00000102,ACC00000094,
TXN0000000499,97.78,withdrawal,1767549694,2026-01-04,Check deposit,ACC00000115,ACC00000041,
TXN0000000500,383.12,deposit,1762160060,2025-11-03,Debit card purchase,ACC00000011,ACC00000058,
TXN0000000501,7089.69,transfer,1764347158,2025-11-28,Debit card purchase,ACC00000093,ACC00000101,
TXN0000000502,3065.72,transfer,1764667729,2025-12-02,ACH transfer,ACC00000071,ACC00000068,
TXN0000000503,4582.59,withdrawal,1768182015,2026-01-12,ATM withdrawal,ACC00000133,ACC00000065,
TXN0000000504,255.9,withdrawal,1765828254,2025-12-15,Wire transfer,ACC00000124,ACC00000002,
TXN0000000505,41762.98,withdrawal,1763618355,2025-11-20,Online payment,ACC00000039,ACC00000049,
TXN0000000506,31585.59,deposit,1768307428,2026-01-13,Wire transfer,ACC00000030,ACC00000125,
TXN0000000507,291.01,deposit,1768754024,2026-01-18,ACH transfer,ACC00000012,ACC00000034,
TXN0000000508,23245.53,transfer,1766785336,2025-12-26,Online payment,ACC00000043,ACC00000068,
TXN0000000509,3229.37,withdrawal,1763153509,2025-11-14,Debit card purchase,ACC00000073,ACC00000022,
TXN0000000510,12547.48,withdrawal,1764491793,2025-11-30,Debit card purchase,ACC00000037,ACC00000048,
TXN0000000511,5745.32,transfer,1768511366,2026-01-15,Online payment,ACC00000018,ACC00000060,
TXN0000000512,45572.37,transfer,1762130730,2025-11-03,Debit card purchase,ACC00000108,ACC00000039,
TXN0000000513,246.3,transfer,1768802012,2026-01-19,Online payment,ACC00000031,ACC00000024,
TXN0000000514,4436.71,withdrawal,1763611667,2025-11-20,ATM withdrawal,ACC00000111,ACC00000135,
TXN0000000515,218.49,transfer,1764029863,2025-11-25,ATM withdrawal,ACC00000090,ACC00000026,
TXN0000000516,5320.13,deposit,1762743417,2025-11-10,ATM withdrawal,ACC00000066,ACC00000049,
TXN0000000517,24173.22,transfer,1763799430,2025-11-22,ATM withdrawal,ACC00000053,ACC00000082,
TXN0000000518,14166.21,withdrawal,1767921920,2026-01-09,Wire transfer,ACC00000094,ACC00000071,
TXN0000000519,20496.03,deposit,1764923038,2025-12-05,Online payment,ACC00000095,ACC00000125,
TXN0000000520,228.83,withdrawal,1765780061,2025-12-15,Debit card purchase,ACC00000031,ACC00000060,
TXN0000000521,200.66,transfer,1765494877,2025-12-12,ATM withdrawal,ACC00000014,ACC00000043,
TXN0000000522,32406.3,withdrawal,1764815701,2025-12-04,Debit card purchase,ACC00000023,ACC00000017,
TXN0000000523,358.69,withdrawal,1766806087,2025-12-27,ACH transfer,ACC00000134,ACC00000074,
TXN0000000524,31978.17,transfer,1767258327,2026-01-01,Wire transfer,ACC00000052,ACC00000134,
TXN0000000525,501.29,withdrawal,1767889918,2026-01-08,Online payment,ACC00000010,ACC00000094,
TXN0000000526,297.18,transfer,1768974705,2026-01-21,Check deposit,ACC00000102,ACC00000105,
TXN0000000527,482.01,withdrawal,1765363388,2025-12-10,Debit card purchase,ACC00000090,ACC00000089,
TXN0000000528,30138.38,deposit,1764115284,2025-11-26,Debit card purchase,ACC00000002,ACC00000068,
TXN0000000529,350.15,withdrawal,1767717294,2026-01-06,Online payment,ACC00000066,ACC00000065,
